STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
JHARKHAND,CHAIBASA,2016,32,14,6,5,0,11,0
JHARKHAND,CHATRA,2016,12,17,15,1,0,9,0
JHARKHAND,DEOGHAR,2016,34,10,18,16,1,24,0
JHARKHAND,DHANBAD,2016,32,83,39,34,0,39,0
JHARKHAND,DHANBAD RLY.,2016,0,1,3,8,0,1,0
JHARKHAND,DUMKA,2016,34,18,7,19,0,40,0
JHARKHAND,GARHWA,2016,51,26,19,22,0,89,1
JHARKHAND,GIRIDIH,2016,47,41,30,40,2,35,5
JHARKHAND,GODDA,2016,29,8,0,21,0,10,0
JHARKHAND,GUMLA,2016,46,27,1,10,0,17,0
JHARKHAND,HAZARIBAGH,2016,22,52,26,25,0,22,0
JHARKHAND,JAMSHEDPUR,2016,39,54,17,32,0,76,0
JHARKHAND,JAMSHEDPUR RLY.,2016,1,8,0,5,0,0,0
JHARKHAND,JAMTARA,2016,15,11,10,10,0,19,0
JHARKHAND,KHUNTI,2016,13,3,0,4,0,1,0
JHARKHAND,KODERMA,2016,7,19,16,7,0,34,0
JHARKHAND,LATEHAR,2016,27,12,2,4,0,11,0
JHARKHAND,LOHARDAGGA,2016,30,12,3,2,0,13,0
JHARKHAND,PAKUR,2016,39,8,0,6,0,22,0
JHARKHAND,PALAMU,2016,28,34,28,6,0,12,0
JHARKHAND,RAMGARH,2016,24,23,7,8,0,3,0
JHARKHAND,RANCHI,2016,50,54,8,9,2,14,0
JHARKHAND,SAHEBGANJ,2016,71,37,5,4,0,32,0
JHARKHAND,SARAIKELA,2016,30,16,8,9,2,13,0
JHARKHAND,SIMDEGA,2016,25,15,1,6,0,10,0
JHARKHAND,TOTAL,2016,784,660,282,317,7,659,6
KARNATAKA,BAGALKOT,2016,15,9,0,38,0,58,0
KARNATAKA,BANGALORE COMMR.,2016,97,206,53,250,40,458,0
KARNATAKA,BANGALORE RURAL,2016,29,1,10,74,2,83,0
KARNATAKA,BELGAUM,2016,45,32,11,221,4,297,0
KARNATAKA,BELLARY,2016,6,15,15,65,1,103,1
KARNATAKA,BIDAR,2016,14,11,7,27,2,77,0
KARNATAKA,BIJAPUR,2016,7,21,8,66,0,116,1
KARNATAKA,CBPURA,2016,16,16,7,55,0,92,0
KARNATAKA,CHAMARAJNAGAR,2016,11,6,9,71,0,62,0
KARNATAKA,CHICKMAGALUR,2016,10,11,1,53,4,68,1
KARNATAKA,CHITRADURGA,2016,27,24,5,93,0,96,0
KARNATAKA,DAKSHIN KANNADA,2016,6,3,1,46,0,38,0
KARNATAKA,DAVANAGERE,2016,11,15,6,65,0,93,0
KARNATAKA,DHARWAD COMMR.,2016,7,18,3,22,2,56,0
KARNATAKA,DHARWAD RURAL,2016,0,5,2,21,0,22,0
KARNATAKA,GADAG,2016,5,5,0,48,0,32,0
KARNATAKA,GULBARGA,2016,36,73,2,111,0,153,0
KARNATAKA,HASSAN,2016,27,25,32,106,0,264,0
KARNATAKA,HAVERI,2016,13,0,0,76,0,74,0
KARNATAKA,K.G.F.,2016,4,11,1,14,0,28,0
KARNATAKA,KODAGU,2016,16,5,5,25,1,57,0
KARNATAKA,KOLAR,2016,17,13,3,21,0,23,0
KARNATAKA,KOPPAL,2016,13,0,0,23,0,70,0
KARNATAKA,MANDYA,2016,31,31,12,98,0,230,0
KARNATAKA,MANGALORE CITY,2016,16,4,0,27,2,43,0
KARNATAKA,MYSORE COMMR.,2016,11,17,5,23,0,32,9
KARNATAKA,MYSORE RURAL,2016,19,39,7,174,0,158,0
KARNATAKA,RAICHUR,2016,29,14,10,149,0,174,0
KARNATAKA,RAILWAYS,2016,0,1,0,0,0,0,0
KARNATAKA,RAMANAGAR,2016,19,45,23,101,0,71,0
KARNATAKA,SHIMOGA,2016,23,18,6,123,10,278,0
KARNATAKA,TUMKUR,2016,31,14,17,135,0,124,0
KARNATAKA,UDUPI,2016,5,3,1,45,1,42,0
KARNATAKA,UTTAR KANNADA,2016,11,4,3,73,12,75,0
KARNATAKA,YADGIRI,2016,9,0,2,69,0,65,0
KARNATAKA,TOTAL,2016,636,715,267,2608,81,3712,12
KERALA,ALAPUZHA,2016,56,10,1,245,76,310,0
KERALA,ERNAKULAM COMMR.,2016,62,4,1,149,44,225,0
KERALA,ERNAKULAM RURAL,2016,30,11,0,105,32,136,0
KERALA,IDUKKI,2016,54,8,0,169,18,237,0
KERALA,KANNUR,2016,55,11,0,161,23,373,0
KERALA,KASARGOD,2016,125,8,0,136,10,196,0
KERALA,KOLLAM COMMR.,2016,51,20,1,192,19,319,0
KERALA,KOLLAM RURAL,2016,46,10,0,255,8,298,0
KERALA,KOTTAYAM,2016,51,21,2,258,31,285,0
KERALA,KOZHIKODE COMMR.,2016,14,10,0,124,100,171,0
KERALA,KOZHIKODE RURAL,2016,46,16,1,179,13,322,0
KERALA,MALAPPURAM,2016,83,12,0,232,27,661,0
KERALA,PALAKKAD,2016,85,9,2,156,18,404,0
KERALA,PATHANAMTHITTA,2016,33,15,0,157,14,158,0
KERALA,RAILWAYS,2016,0,0,0,25,9,0,0
KERALA,THRISSUR COMMR.,2016,28,10,0,100,28,131,0
KERALA,THRISSUR RURAL,2016,69,12,1,263,28,449,0
KERALA,TRIVANDRUM COMMR.,2016,39,13,0,241,46,156,0
KERALA,TRIVANDRUM RURAL,2016,140,15,4,547,24,422,0
KERALA,WAYANADU,2016,65,6,2,62,5,124,0
KERALA,TOTAL,2016,1132,221,15,3756,573,5377,0
MADHYA PRADESH,ALIRAJPUR,2016,24,18,0,23,0,8,0
MADHYA PRADESH,ANUPPUR,2016,60,7,10,57,4,42,0
MADHYA PRADESH,ASHOK NAGAR,2016,36,5,8,105,8,33,0
MADHYA PRADESH,BALAGHAT,2016,55,7,3,104,7,37,0
MADHYA PRADESH,BARWANI,2016,39,7,2,58,5,11,0
MADHYA PRADESH,BETUL,2016,120,18,20,188,6,53,0
MADHYA PRADESH,BHIND,2016,51,18,28,71,11,45,0
MADHYA PRADESH,BHOPAL,2016,146,32,19,144,16,198,2
MADHYA PRADESH,BHOPAL RLY.,2016,0,0,0,8,2,0,0
MADHYA PRADESH,BURHANPUR,2016,29,2,5,41,5,13,0
MADHYA PRADESH,CHHATARPUR,2016,77,42,33,185,8,75,0
MADHYA PRADESH,CHHINDWARA,2016,111,22,14,189,41,89,0
MADHYA PRADESH,DAMOH,2016,52,14,27,193,0,139,0
MADHYA PRADESH,DATIYA,2016,25,19,10,65,0,37,0
MADHYA PRADESH,DEWAS,2016,102,21,19,162,30,110,0
MADHYA PRADESH,DHAR,2016,103,41,62,189,13,74,0
MADHYA PRADESH,DINDORI,2016,46,4,1,67,5,21,0
MADHYA PRADESH,GUNA,2016,75,24,9,122,14,30,1
MADHYA PRADESH,GWALIOR,2016,75,81,34,170,14,168,0
MADHYA PRADESH,HARDA,2016,53,15,5,59,9,14,0
MADHYA PRADESH,HOSHANGABAD,2016,59,26,16,149,17,120,0
MADHYA PRADESH,INDORE,2016,129,52,41,339,59,398,3
MADHYA PRADESH,INDORE RLY.,2016,2,1,1,4,0,0,0
MADHYA PRADESH,JABALPUR,2016,107,27,39,269,40,212,2
MADHYA PRADESH,JABALPUR RLY.,2016,3,2,1,3,0,0,0
MADHYA PRADESH,JHABUA,2016,42,17,4,62,0,10,0
MADHYA PRADESH,KATNI,2016,62,7,16,140,12,51,0
MADHYA PRADESH,KHANDWA,2016,59,10,5,141,19,24,0
MADHYA PRADESH,KHARGON,2016,39,13,38,118,14,38,0
MADHYA PRADESH,MANDLA,2016,63,9,4,101,12,27,0
MADHYA PRADESH,MANDSAUR,2016,49,18,4,100,6,58,10
MADHYA PRADESH,MORENA,2016,40,23,32,85,4,85,0
MADHYA PRADESH,NARSINGHPUR,2016,65,15,20,108,25,69,0
MADHYA PRADESH,NEEMUCH,2016,25,9,4,49,4,51,9
MADHYA PRADESH,PANNA,2016,48,5,14,87,5,48,0
MADHYA PRADESH,RAISEN,2016,118,22,15,179,16,67,0
MADHYA PRADESH,RAJGARH,2016,90,21,6,175,39,51,0
MADHYA PRADESH,RATLAM,2016,97,39,9,131,18,135,0
MADHYA PRADESH,REWA,2016,91,25,32,122,107,112,8
MADHYA PRADESH,SAGAR,2016,131,104,37,416,29,156,0
MADHYA PRADESH,SATNA,2016,83,13,20,177,7,109,0
MADHYA PRADESH,SEONI,2016,61,11,9,111,13,27,0
MADHYA PRADESH,SHAHDOL,2016,80,17,21,143,9,108,0
MADHYA PRADESH,SHAJAPUR,2016,50,10,8,135,17,7,0
MADHYA PRADESH,SHEOPUR,2016,18,7,2,28,2,9,0
MADHYA PRADESH,SHIVPURI,2016,93,18,13,168,5,65,0
MADHYA PRADESH,SIDHI,2016,32,31,16,93,1,45,0
MADHYA PRADESH,SIHORE,2016,82,26,11,119,14,76,0
MADHYA PRADESH,SINGRAULI,2016,43,24,13,89,1,59,0
MADHYA PRADESH,TIKAMGARH,2016,76,23,18,153,4,36,10
MADHYA PRADESH,UJJAIN,2016,81,35,14,196,36,176,0
MADHYA PRADESH,UMARIYA,2016,22,4,3,78,10,27,0
MADHYA PRADESH,VIDISHA,2016,87,27,16,197,19,79,0
MADHYA PRADESH,TOTAL,2016,3406,1088,811,6665,762,3732,45
MAHARASHTRA,AHMEDNAGAR,2016,78,59,32,160,5,677,0
MAHARASHTRA,AKOLA,2016,30,37,13,93,24,140,0
MAHARASHTRA,AMRAVATI COMMR.,2016,22,19,2,49,13,94,0
MAHARASHTRA,AMRAVATI RURAL,2016,69,27,3,142,43,104,0
MAHARASHTRA,AURANGABAD COMMR.,2016,16,24,7,65,29,122,0
MAHARASHTRA,AURANGABAD RURAL,2016,18,12,36,78,12,212,0
MAHARASHTRA,BEED,2016,32,37,11,99,14,378,0
MAHARASHTRA,BHANDARA,2016,23,9,1,30,14,50,0
MAHARASHTRA,BULDHANA,2016,26,27,14,124,24,194,0
MAHARASHTRA,CHANDRAPUR,2016,56,25,4,108,77,109,0
MAHARASHTRA,DHULE,2016,16,27,4,52,7,203,0
MAHARASHTRA,GADCHIROLI,2016,20,3,0,24,3,23,0
MAHARASHTRA,GONDIA,2016,31,23,1,67,19,36,0
MAHARASHTRA,HINGOLI,2016,18,8,0,42,5,82,0
MAHARASHTRA,JALGAON,2016,48,25,8,146,51,364,0
MAHARASHTRA,JALNA,2016,15,17,23,73,10,289,0
MAHARASHTRA,KOLHAPUR,2016,42,35,19,59,18,121,0
MAHARASHTRA,LATUR,2016,17,37,4,57,0,156,0
MAHARASHTRA,MUMBAI COMMR.,2016,221,166,14,553,162,393,0
MAHARASHTRA,MUMBAI RLY.,2016,3,6,0,8,3,0,0
MAHARASHTRA,NAGPUR COMMR.,2016,45,24,4,68,53,174,0
MAHARASHTRA,NAGPUR RLY.,2016,1,0,0,9,1,1,0
MAHARASHTRA,NAGPUR RURAL,2016,44,24,11,65,15,62,0
MAHARASHTRA,NANDED,2016,32,43,29,93,3,325,0
MAHARASHTRA,NANDURBAR,2016,20,15,0,40,7,87,0
MAHARASHTRA,NASIK COMMR.,2016,25,11,5,37,10,115,0
MAHARASHTRA,NASIK RURAL,2016,43,28,5,91,33,298,0
MAHARASHTRA,NAVI MUMBAI,2016,38,17,1,57,33,110,0
MAHARASHTRA,OSMANABAD,2016,30,18,2,88,11,186,0
MAHARASHTRA,PARBHANI,2016,26,16,5,80,6,215,0
MAHARASHTRA,PUNE COMMR.,2016,79,72,8,118,80,251,0
MAHARASHTRA,PUNE RLY.,2016,0,0,0,4,0,0,0
MAHARASHTRA,PUNE RURAL,2016,87,48,16,122,26,172,0
MAHARASHTRA,RAIGAD,2016,7,5,2,42,15,42,0
MAHARASHTRA,RATNAGIRI,2016,30,10,1,35,18,49,0
MAHARASHTRA,SANGLI,2016,40,13,5,51,8,98,0
MAHARASHTRA,SATARA,2016,34,36,2,80,16,179,0
MAHARASHTRA,SINDHUDURG,2016,11,7,0,8,12,5,0
MAHARASHTRA,SOLAPUR COMMR.,2016,22,18,0,31,9,68,0
MAHARASHTRA,SOLAPUR RURAL,2016,53,32,6,94,32,175,0
MAHARASHTRA,THANE COMMR.,2016,79,70,8,161,38,342,0
MAHARASHTRA,THANE RURAL,2016,63,32,10,105,18,57,0
MAHARASHTRA,WARDHA,2016,34,23,3,88,45,62,0
MAHARASHTRA,WASHIM,2016,13,21,12,80,12,118,0
MAHARASHTRA,YAVATMAL,2016,44,46,8,118,37,198,0
MAHARASHTRA,TOTAL,2016,1701,1252,339,3794,1071,7136,0
MANIPUR,BISHNUPUR,2016,2,11,0,11,0,3,0
MANIPUR,CHANDEL,2016,1,0,0,0,0,0,0
MANIPUR,CHURACHANDPUR,2016,0,3,0,0,0,1,0
MANIPUR,CID,2016,0,0,0,0,0,0,0
MANIPUR,IMPHAL EAST,2016,11,28,0,7,0,8,0
MANIPUR,IMPHAL WEST,2016,17,45,1,11,0,8,0
MANIPUR,SENAPATI,2016,0,1,0,0,0,0,0
MANIPUR,TAMENGLONG,2016,0,0,0,1,0,0,0
MANIPUR,THOUBAL,2016,21,28,0,8,0,19,0
MANIPUR,UKHRUL,2016,1,0,0,0,0,0,0
MANIPUR,TOTAL,2016,53,116,1,38,0,39,0
MEGHALAYA,GARO HILLS EAST,2016,3,0,0,0,0,0,0
MEGHALAYA,GARO HILLS SOUTH,2016,2,4,0,2,0,1,0
MEGHALAYA,GARO HILLS WEST,2016,8,9,1,22,1,8,0
MEGHALAYA,JAINTIA HILLS,2016,43,8,0,6,0,0,0
MEGHALAYA,KHASI HILLS EAST,2016,42,8,0,32,0,11,0
MEGHALAYA,KHASI HILLS WEST,2016,15,5,0,8,0,0,0
MEGHALAYA,RI-BHOI,2016,17,3,0,4,0,1,3
MEGHALAYA,TOTAL,2016,130,37,1,74,1,21,3
MIZORAM,AIZAWL,2016,35,0,0,43,0,9,0
MIZORAM,CHAMPHAI,2016,10,0,0,10,0,0,0
MIZORAM,KOLASIB,2016,7,0,0,3,1,0,0
MIZORAM,LAWNGTLAI,2016,2,0,0,0,0,0,0
MIZORAM,LUNGLEI,2016,13,0,0,3,0,0,0
MIZORAM,MAMIT,2016,4,0,0,4,0,0,0
MIZORAM,SAIHA,2016,2,0,0,5,0,0,0
MIZORAM,SERCHHIP,2016,4,0,0,4,0,0,0
MIZORAM,TOTAL,2016,77,0,0,72,1,9,0
NAGALAND,DIMAPUR,2016,9,1,0,7,0,1,0
NAGALAND,KIPHIRE,2016,0,0,0,0,0,0,0
NAGALAND,KOHIMA,2016,0,0,0,0,0,0,0
NAGALAND,LONGLENG,2016,1,0,0,0,0,0,0
NAGALAND,MOKOKCHUNG,2016,2,1,0,0,0,0,0
NAGALAND,MON,2016,2,0,0,0,0,0,0
NAGALAND,PEREN,2016,0,0,0,0,0,0,0
NAGALAND,PHEK,2016,3,0,0,2,0,0,0
NAGALAND,TUENSANG,2016,2,0,0,0,0,0,0
NAGALAND,WOKHA,2016,1,0,0,0,0,0,0
NAGALAND,ZUNHEBOTO,2016,3,1,0,0,0,0,0
NAGALAND,TOTAL,2016,23,3,0,9,0,1,0
ODISHA,ANGUL,2016,63,39,25,299,8,58,0
ODISHA,BALASORE,2016,75,97,45,217,19,279,0
ODISHA,BARAGARH,2016,21,11,16,91,18,99,0
ODISHA,BERHAMPUR,2016,13,15,9,154,12,86,0
ODISHA,BHADRAK,2016,26,51,24,93,4,138,0
ODISHA,BOLANGIR,2016,52,24,6,166,4,44,0
ODISHA,BOUDH,2016,14,16,0,56,5,15,0
ODISHA,CUTTACK,2016,34,40,24,26,5,133,0
ODISHA,DCP BBSR,2016,35,32,13,43,5,32,0
ODISHA,DCP CTC,2016,19,25,0,17,2,88,0
ODISHA,DEOGARH,2016,15,8,2,68,1,6,0
ODISHA,DHENKANAL,2016,17,29,22,185,11,24,0
ODISHA,GAJAPATI,2016,11,6,0,56,3,20,0
ODISHA,GANJAM,2016,50,39,32,358,15,0,0
ODISHA,JAGATSINGHPUR,2016,31,42,18,12,0,75,0
ODISHA,JAJPUR,2016,31,44,30,94,9,97,0
ODISHA,JHARSUGUDA,2016,27,12,7,45,4,17,0
ODISHA,KALAHANDI,2016,46,22,9,97,11,95,0
ODISHA,KANDHAMAL,2016,32,21,9,70,8,41,0
ODISHA,KENDRAPARA,2016,41,43,36,14,1,147,0
ODISHA,KEONJHAR,2016,75,44,22,134,11,110,0
ODISHA,KHURDA,2016,29,27,10,14,2,139,0
ODISHA,KORAPUT,2016,53,36,0,126,10,48,0
ODISHA,MALKANGIR,2016,8,10,6,46,7,19,0
ODISHA,MAYURBHANJ,2016,76,87,34,227,20,143,0
ODISHA,NAYAGARH,2016,25,26,16,4,1,89,0
ODISHA,NOWRANGPUR,2016,44,44,2,80,13,43,0
ODISHA,NUAPADA,2016,4,10,2,51,6,20,0
ODISHA,PURI,2016,21,27,27,16,1,98,0
ODISHA,RAYAGADA,2016,32,34,7,106,6,38,0
ODISHA,ROURKELA,2016,26,19,1,63,6,31,0
ODISHA,SAMBALPUR,2016,30,12,2,48,2,29,0
ODISHA,SONEPUR,2016,10,4,3,48,1,9,0
ODISHA,SRP(CUTTACK),2016,0,0,0,8,1,0,0
ODISHA,SRP(ROURKELA),2016,1,0,1,9,1,3,0
ODISHA,SUNDARGARH,2016,25,12,5,66,2,7,0
ODISHA,TOTAL,2016,1112,1008,465,3207,235,2320,0
PUNJAB,AMRITSAR,2016,16,20,1,16,0,58,0
PUNJAB,BARNALA,2016,5,5,3,6,0,10,0
PUNJAB,BATALA,2016,13,14,4,8,0,35,0
PUNJAB,BHATINDA,2016,37,20,5,11,1,49,0
PUNJAB,CP AMRITSAR,2016,20,34,4,7,1,101,0
PUNJAB,CP JALANDHAR,2016,15,40,4,19,3,74,0
PUNJAB,CP LUDHIANA,2016,48,76,14,25,12,109,0
PUNJAB,FARIDKOT,2016,8,6,1,10,0,20,0
PUNJAB,FATEHGARH SAHIB,2016,4,8,4,4,1,21,0
PUNJAB,FAZILKA,2016,21,17,3,5,0,29,0
PUNJAB,FEROZPUR,2016,20,25,6,9,0,53,0
PUNJAB,G.R.P,2016,0,0,0,0,0,0,0
PUNJAB,GURDASPUR,2016,12,22,6,17,0,38,0
PUNJAB,HOSHIARPUR,2016,28,23,11,13,2,72,0
PUNJAB,JALANDHAR,2016,31,26,6,22,0,57,0
PUNJAB,KAPURTHALA,2016,16,17,2,10,0,39,0
PUNJAB,KHANNA,2016,7,8,1,6,0,10,0
PUNJAB,LUDHIANA,2016,8,10,4,4,4,22,0
PUNJAB,MANSA,2016,14,5,4,5,0,13,0
PUNJAB,MOGA,2016,12,12,5,3,0,26,0
PUNJAB,MUKTSAR,2016,17,14,7,8,0,16,0
PUNJAB,PATHANKOT,2016,10,12,5,2,0,21,0
PUNJAB,PATIALA,2016,25,26,13,22,0,95,0
PUNJAB,ROPAR,2016,14,16,5,9,1,18,0
PUNJAB,SANGRUR,2016,30,11,14,10,0,36,0
PUNJAB,SAS NGR,2016,24,27,4,13,3,76,0
PUNJAB,SBS NAGAR,2016,8,6,4,6,3,14,0
PUNJAB,TARN TARAN,2016,16,17,3,12,0,24,0
PUNJAB,TOTAL,2016,479,517,143,282,31,1136,0
RAJASTHAN,AJMER,2016,70,108,15,105,0,709,0
RAJASTHAN,ALWAR,2016,99,143,53,136,0,556,0
RAJASTHAN,BANSWARA,2016,55,95,6,59,2,190,0
RAJASTHAN,BARAN,2016,60,88,10,158,1,351,0
RAJASTHAN,BARMER,2016,21,34,27,36,0,201,0
RAJASTHAN,BHARATPUR,2016,69,139,29,85,0,478,0
RAJASTHAN,BHILWARA,2016,52,74,16,90,0,558,0
RAJASTHAN,BIKANER,2016,55,25,17,54,0,446,0
RAJASTHAN,BUNDI,2016,40,99,6,114,0,298,0
RAJASTHAN,CHITTORGARH,2016,50,98,4,48,1,588,0
RAJASTHAN,CHURU,2016,37,26,10,11,0,342,0
RAJASTHAN,DAUSA,2016,13,72,12,17,0,184,0
RAJASTHAN,DHOLPUR,2016,32,64,19,12,0,197,0
RAJASTHAN,DUNGARPUR,2016,39,87,5,57,0,134,0
RAJASTHAN,G.R.P.AJMER,2016,2,6,0,9,0,0,0
RAJASTHAN,G.R.P.JODHPUR,2016,0,1,0,7,0,0,0
RAJASTHAN,GANGANAGAR,2016,99,68,19,73,1,653,0
RAJASTHAN,HANUMANGARH,2016,82,38,12,66,0,405,0
RAJASTHAN,JAIPUR EAST,2016,31,69,15,59,0,272,0
RAJASTHAN,JAIPUR NORTH,2016,20,38,8,23,0,241,0
RAJASTHAN,JAIPUR RURAL,2016,37,75,15,37,0,213,0
RAJASTHAN,JAIPUR SOUTH,2016,18,47,6,18,0,215,0
RAJASTHAN,JAIPUR WEST,2016,23,72,10,25,0,208,0
RAJASTHAN,JAISALMER,2016,4,5,5,17,0,20,0
RAJASTHAN,JALORE,2016,22,47,14,24,0,154,0
RAJASTHAN,JHALAWAR,2016,67,55,14,201,3,385,0
RAJASTHAN,JHUNJHUNU,2016,51,59,21,68,0,284,0
RAJASTHAN,JODHPUR CITY,2016,33,45,13,57,1,338,0
RAJASTHAN,JODHPUR RURAL,2016,26,35,17,28,0,133,0
RAJASTHAN,KARAULI,2016,38,78,18,18,0,174,0
RAJASTHAN,KOTA CITY,2016,24,74,5,58,0,413,0
RAJASTHAN,KOTA RURAL,2016,44,50,5,98,0,235,0
RAJASTHAN,NAGAUR,2016,70,60,14,66,0,398,0
RAJASTHAN,PALI,2016,64,88,11,84,0,451,0
RAJASTHAN,PRATAPGARH,2016,103,77,7,65,0,212,0
RAJASTHAN,RAJSAMAND,2016,14,44,2,61,0,234,0
RAJASTHAN,SAWAI MADHOPUR,2016,24,72,4,43,0,201,0
RAJASTHAN,SIKAR,2016,50,69,26,11,0,232,0
RAJASTHAN,SIROHI,2016,27,52,5,76,0,156,0
RAJASTHAN,TONK,2016,25,75,5,23,0,315,0
RAJASTHAN,UDAIPUR,2016,110,162,14,150,0,444,0
RAJASTHAN,TOTAL,2016,1800,2713,514,2447,9,12218,0
SIKKIM,EAST,2016,7,5,0,6,0,2,0
SIKKIM,NORTH,2016,0,0,0,1,0,0,0
SIKKIM,SOUTH,2016,4,4,0,11,0,1,0
SIKKIM,WEST,2016,5,1,0,6,0,1,0
SIKKIM,TOTAL,2016,16,10,0,24,0,4,0
TAMIL NADU,ARIYALUR,2016,16,17,1,47,3,15,0
TAMIL NADU,CHENNAI,2016,76,41,20,73,121,229,0
TAMIL NADU,CHENNAI RLY.,2016,0,1,1,6,5,0,0
TAMIL NADU,COIMBATORE RURAL,2016,5,29,1,43,0,50,0
TAMIL NADU,COIMBATORE URBAN,2016,9,10,2,32,5,83,0
TAMIL NADU,CUDDALORE,2016,30,102,16,12,0,57,0
TAMIL NADU,DHARMAPURI,2016,14,61,0,44,0,53,0
TAMIL NADU,DINDIGUL,2016,18,50,3,45,0,117,0
TAMIL NADU,ERODE,2016,10,35,1,35,3,19,0
TAMIL NADU,KANCHIPURAM,2016,19,22,1,25,4,25,0
TAMIL NADU,KANYAKUMARI,2016,10,50,3,7,137,90,0
TAMIL NADU,KARUR,2016,8,56,1,21,3,22,0
TAMIL NADU,KRISHNAGIRI,2016,12,52,7,32,1,29,0
TAMIL NADU,MADURAI RURAL,2016,21,88,12,68,3,73,0
TAMIL NADU,MADURAI URBAN,2016,7,18,5,22,4,71,0
TAMIL NADU,NAGAPATTINAM,2016,13,32,5,40,27,12,0
TAMIL NADU,NAMAKKAL,2016,8,55,1,58,12,14,0
TAMIL NADU,NILGIRIS,2016,6,7,0,8,2,4,0
TAMIL NADU,PERAMBALUR,2016,7,25,1,18,0,3,0
TAMIL NADU,PUDUKOTTAI,2016,7,41,0,24,2,18,0
TAMIL NADU,RAMNATHAPURAM,2016,6,51,1,14,0,9,0
TAMIL NADU,SALEM RURAL,2016,35,100,4,108,0,51,0
TAMIL NADU,SALEM URBAN,2016,23,35,2,21,9,38,0
TAMIL NADU,SIVAGANGAI,2016,5,30,1,33,1,43,0
TAMIL NADU,THANJAVUR,2016,10,43,1,76,0,12,0
TAMIL NADU,THENI,2016,22,79,12,40,0,89,0
TAMIL NADU,THIRUNELVELI RURAL,2016,52,46,8,57,0,120,0
TAMIL NADU,THIRUNELVELI URBAN,2016,7,13,0,7,0,2,0
TAMIL NADU,THIRUVALLUR,2016,6,10,7,2,1,12,0
TAMIL NADU,THIRUVANNAMALAI,2016,24,59,3,11,0,11,0
TAMIL NADU,THIRUVARUR,2016,4,20,2,8,0,6,0
TAMIL NADU,THOOTHUGUDI,2016,29,35,4,2,0,40,0
TAMIL NADU,TIRUPPUR,2016,9,43,9,42,0,89,0
TAMIL NADU,TRICHY RLY.,2016,0,0,0,3,1,1,0
TAMIL NADU,TRICHY RURAL,2016,13,52,2,38,0,35,0
TAMIL NADU,TRICHY URBAN,2016,6,21,2,17,26,28,0
TAMIL NADU,VELLORE,2016,25,78,5,29,0,44,0
TAMIL NADU,VILLUPURAM,2016,86,187,7,274,0,140,0
TAMIL NADU,VIRUDHUNAGAR,2016,19,49,1,25,94,58,0
TAMIL NADU,TOTAL,2016,677,1743,152,1467,464,1812,0
TRIPURA,DHALAI,2016,21,9,1,38,0,52,0
TRIPURA,GRP,2016,0,0,0,0,0,0,0
TRIPURA,NORTH,2016,40,27,1,50,1,172,0
TRIPURA,SOUTH,2016,58,24,5,84,1,181,0
TRIPURA,WEST,2016,86,56,23,122,7,297,0
TRIPURA,TOTAL,2016,205,116,30,294,9,702,0
UTTAR PRADESH,AGRA,2016,76,328,87,196,0,341,0
UTTAR PRADESH,ALIGARH,2016,66,265,73,194,0,256,0
UTTAR PRADESH,ALLAHABAD,2016,67,190,75,93,1,266,0
UTTAR PRADESH,AMBEDKAR NAGAR,2016,16,74,16,33,0,88,0
UTTAR PRADESH,AURAIYA,2016,15,73,25,14,0,26,0
UTTAR PRADESH,AZAMGARH,2016,28,101,27,27,0,49,0
UTTAR PRADESH,BADAUN,2016,18,115,48,62,0,59,0
UTTAR PRADESH,BAGHPAT,2016,12,74,17,35,0,106,0
UTTAR PRADESH,BAHRAICH,2016,57,128,62,49,0,55,0
UTTAR PRADESH,BALLIA,2016,7,64,17,21,0,27,0
UTTAR PRADESH,BALRAMPUR,2016,10,50,16,13,0,0,0
UTTAR PRADESH,BANDA,2016,26,48,29,56,0,31,0
UTTAR PRADESH,BARABANKI,2016,36,142,25,51,0,51,0
UTTAR PRADESH,BAREILLY,2016,34,193,63,92,0,155,0
UTTAR PRADESH,BASTI,2016,7,28,11,5,0,17,0
UTTAR PRADESH,BHIM NAGAR,2016,34,105,29,43,0,61,0
UTTAR PRADESH,BIJNOR,2016,39,118,30,14,0,238,0
UTTAR PRADESH,BULANDSHAHAR,2016,47,192,50,94,0,362,0
UTTAR PRADESH,CHANDOLI,2016,8,19,17,7,0,48,0
UTTAR PRADESH,CHITRAKOOT DHAM,2016,20,22,14,24,0,11,0
UTTAR PRADESH,CSM NAGAR,2016,20,96,17,40,0,53,0
UTTAR PRADESH,DEORIA,2016,8,53,27,12,0,24,0
UTTAR PRADESH,ETAH,2016,19,61,30,25,0,57,0
UTTAR PRADESH,ETAWAH,2016,13,73,42,28,0,52,0
UTTAR PRADESH,FAIZABAD,2016,27,114,11,56,0,21,0
UTTAR PRADESH,FATEHGARH,2016,16,83,25,35,0,59,0
UTTAR PRADESH,FATEHPUR,2016,40,92,45,55,0,45,0
UTTAR PRADESH,FIROZABAD,2016,32,144,43,57,0,83,0
UTTAR PRADESH,G.R.P.,2016,2,6,1,38,0,0,0
UTTAR PRADESH,GAUTAMBUDH NAGAR,2016,25,95,25,42,0,102,0
